"Anno di dimissione;""Codice Istituto"";""Denominazione Istituto"";""Descrizione Sesso"";""Cl_età_0-5"";""Cl_età_06-12"";""Cl_età_13-18"";""Cl_età_19-24"";""Cl_età_25-34"";""Cl_età_35-44"";""Cl_età_45-54"";""Cl_età_55-64"";""Cl_età_65-74"";""Cl_età_over_75"""
"2022;""16010200"";""CASA DI CURA PROF. BRODETTI"";""Femmina"";""***"";""***"";""14"";""42"";""138"";""314"";""434"";""305"";""207"";""192"""
"2022;""16010200"";""CASA DI CURA PROF. BRODETTI"";""Maschio"";""***"";""***"";""13"";""26"";""67"";""100"";""177"";""224"";""312"";""264"""
"2022;""16010500"";""CASA DI CURA LEONARDO DE LUCA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""15"";""44"";""137"""
"2022;""16010500"";""CASA DI CURA LEONARDO DE LUCA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""13"";""45"";""67"""
"2022;""16010600"";""CASA DI CURA 'S.MICHELE' GEST. BRODETTI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""51"";""160"";""395"""
"2022;""16010600"";""CASA DI CURA 'S.MICHELE' GEST. BRODETTI"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""50"";""153"";""326"""
"2022;""16010700"";""CASA DI CURA 'PROF. PETRUCCIANI' S.R.L."";""Femmina"";""***"";""***"";""19"";""21"";""52"";""138"";""220"";""196"";""204"";""171"""
"2022;""16010700"";""CASA DI CURA 'PROF. PETRUCCIANI' S.R.L."";""Maschio"";""26"";""7"";""31"";""38"";""44"";""64"";""109"";""209"";""264"";""259"""
"2022;""16010800"";""CASA DI CURA VILLA BIANCA"";""Femmina"";""***"";""***"";""6"";""***"";""14"";""34"";""101"";""177"";""224"";""197"""
"2022;""16010800"";""CASA DI CURA VILLA BIANCA"";""Maschio"";""***"";""***"";""8"";""25"";""50"";""39"";""59"";""97"";""101"";""76"""
"2022;""16010900"";""CASA DI CURA VILLA VERDE"";""Femmina"";""***"";""***"";""***"";""***"";""20"";""46"";""104"";""139"";""98"";""52"""
"2022;""16010900"";""CASA DI CURA VILLA VERDE"";""Maschio"";""***"";""***"";""***"";""18"";""34"";""58"";""108"";""123"";""61"";""32"""
"2022;""16011000"";""CASA DI CURA SAN FRANCESCO"";""Femmina"";""***"";""***"";""15"";""25"";""75"";""142"";""220"";""148"";""102"";""194"""
"2022;""16011000"";""CASA DI CURA SAN FRANCESCO"";""Maschio"";""***"";""***"";""33"";""55"";""81"";""110"";""133"";""178"";""168"";""207"""
"2022;""16011100"";""CASA DI CURA BERNARDINI"";""Femmina"";""***"";""14"";""18"";""23"";""58"";""153"";""300"";""270"";""423"";""388"""
"2022;""16011100"";""CASA DI CURA BERNARDINI"";""Maschio"";""***"";""16"";""33"";""35"";""53"";""86"";""202"";""269"";""336"";""317"""
"2022;""16011200"";""CASA DI CURA D'AMORE S.R.L."";""Femmina"";""***"";""20"";""9"";""8"";""27"";""65"";""124"";""133"";""185"";""115"""
"2022;""16011200"";""CASA DI CURA D'AMORE S.R.L."";""Maschio"";""***"";""37"";""27"";""28"";""44"";""53"";""127"";""140"";""120"";""70"""
"2022;""16011400"";""CASA DI CURA SAN CAMILLO"";""Femmina"";""***"";""***"";""13"";""17"";""33"";""64"";""128"";""185"";""266"";""295"""
"2022;""16011400"";""CASA DI CURA SAN CAMILLO"";""Maschio"";""***"";""***"";""16"";""31"";""67"";""99"";""174"";""250"";""293"";""329"""
"2022;""16011500"";""CASA DI CURA SANTA RITA S.R.L."";""Femmina"";""***"";""***"";""***"";""***"";""***"";""8"";""23"";""50"";""68"";""171"""
"2022;""16011500"";""CASA DI CURA SANTA RITA S.R.L."";""Maschio"";""***"";""***"";""***"";""7"";""6"";""19"";""42"";""66"";""80"";""116"""
"2022;""16011600"";""CASA DI CURA VILLA VERDE S.R.L."";""Femmina"";""***"";""***"";""***"";""***"";""13"";""22"";""88"";""193"";""433"";""874"""
"2022;""16011600"";""CASA DI CURA VILLA VERDE S.R.L."";""Maschio"";""***"";""***"";""***"";""6"";""13"";""75"";""241"";""487"";""719"";""1.019"""
"2022;""16012500"";""CASA DI CURA UNIVERSO SALUTE - DON UVA"";""Femmina"";""***"";""***"";""***"";""***"";""7"";""12"";""46"";""112"";""202"";""359"""
"2022;""16012500"";""CASA DI CURA UNIVERSO SALUTE - DON UVA"";""Maschio"";""***"";""***"";""***"";""6"";""6"";""24"";""59"";""130"";""198"";""248"""
"2022;""16014000"";""ANTHEA HOSPITAL S.R.L."";""Femmina"";""***"";""6"";""17"";""14"";""27"";""67"";""140"";""301"";""494"";""548"""
"2022;""16014000"";""ANTHEA HOSPITAL S.R.L."";""Maschio"";""***"";""7"";""31"";""47"";""70"";""126"";""279"";""536"";""766"";""618"""
"2022;""16014100"";""CASA DI CURA VILLA BIANCA S.R.L."";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""13"";""61"";""104"";""192"""
"2022;""16014100"";""CASA DI CURA VILLA BIANCA S.R.L."";""Maschio"";""***"";""***"";""***"";""***"";""***"";""8"";""25"";""31"";""54"";""86"""
"2022;""16014600"";""CENTRO MEDICO RIABILITAZIONE ICS MAUGERI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""7"";""14"";""52"";""124"";""229"""
"2022;""16014600"";""CENTRO MEDICO RIABILITAZIONE ICS MAUGERI"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""16"";""25"";""76"";""135"";""187"""
"2022;""16014700"";""CASA DI CURA C.B.H. MATER DEI HOSPITAL"";""Femmina"";""892"";""***"";""37"";""223"";""1.298"";""1.296"";""811"";""821"";""986"";""1.637"""
"2022;""16014700"";""CASA DI CURA C.B.H. MATER DEI HOSPITAL"";""Maschio"";""937"";""***"";""29"";""91"";""135"";""250"";""594"";""1.029"";""1.522"";""1.828"""
"2022;""16014900"";""FONDAZIONE CITTADELLA DELLA CARITA`"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""33"";""88"";""241"""
"2022;""16014900"";""FONDAZIONE CITTADELLA DELLA CARITA`"";""Maschio"";""***"";""***"";""***"";""***"";""8"";""8"";""19"";""44"";""99"";""198"""
"2022;""16015000"";""CASA DI CURA CITTA' DI LECCE"";""Femmina"";""***"";""***"";""***"";""***"";""25"";""87"";""178"";""272"";""468"";""531"""
"2022;""16015000"";""CASA DI CURA CITTA' DI LECCE"";""Maschio"";""***"";""***"";""***"";""10"";""29"";""73"";""197"";""408"";""667"";""612"""
"2022;""16015100"";""IRCCS 'E.MEDEA'"";""Femmina"";""57"";""41"";""19"";""7"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""16015100"";""IRCCS 'E.MEDEA'"";""Maschio"";""83"";""55"";""22"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""16015200"";""CASA DI CURA RIABILITATIVA EUROITALIA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""16"";""66"";""285"""
"2022;""16015200"";""CASA DI CURA RIABILITATIVA EUROITALIA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""7"";""9"";""28"";""57"";""111"""
"2022;""16015700"";""OSPEDALE DELLA MURGIA 'F. PERINEI'"";""Femmina"";""373"";""33"";""53"";""123"";""483"";""380"";""237"";""326"";""426"";""1.014"""
"2022;""16015700"";""OSPEDALE DELLA MURGIA 'F. PERINEI'"";""Maschio"";""407"";""44"";""40"";""90"";""174"";""176"";""277"";""463"";""678"";""927"""
"2022;""16015801"";""OSPEDALE SAN PAOLO-BARI"";""Femmina"";""431"";""56"";""86"";""255"";""777"";""609"";""394"";""517"";""583"";""1.284"""
"2022;""16015801"";""OSPEDALE SAN PAOLO-BARI"";""Maschio"";""493"";""44"";""37"";""51"";""102"";""154"";""372"";""594"";""786"";""1.151"""
"2022;""16015803"";""OSPEDALE SAN PAOLO (PLESSO MOLFETTA)"";""Femmina"";""***"";""***"";""10"";""20"";""26"";""31"";""77"";""149"";""180"";""517"""
"2022;""16015803"";""OSPEDALE SAN PAOLO (PLESSO MOLFETTA)"";""Maschio"";""***"";""***"";""18"";""27"";""41"";""88"";""137"";""205"";""259"";""444"""
"2022;""16015804"";""OSPEDALE SAN PAOLO (PLESSO CORATO)"";""Femmina"";""534"";""40"";""15"";""95"";""625"";""396"";""116"";""62"";""88"";""258"""
"2022;""16015804"";""OSPEDALE SAN PAOLO (PLESSO CORATO)"";""Maschio"";""628"";""20"";""11"";""***"";""10"";""19"";""48"";""58"";""100"";""246"""
"2022;""16015805"";""OSPEDALE SAN PAOLO (PLESSO TERLIZZI)"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""7"";""13"";""31"";""43"";""121"""
"2022;""16015805"";""OSPEDALE SAN PAOLO (PLESSO TERLIZZI)"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""10"";""34"";""51"";""70"";""127"""
"2022;""16015900"";""OSPEDALE MONOPOLI"";""Femmina"";""481"";""60"";""49"";""125"";""488"";""367"";""193"";""241"";""349"";""909"""
"2022;""16015900"";""OSPEDALE MONOPOLI"";""Maschio"";""585"";""54"";""57"";""70"";""127"";""138"";""258"";""311"";""477"";""759"""
"2022;""16016000"";""OSPEDALE PUTIGNANO"";""Femmina"";""***"";""***"";""6"";""20"";""31"";""31"";""65"";""123"";""132"";""450"""
"2022;""16016000"";""OSPEDALE PUTIGNANO"";""Maschio"";""***"";""***"";""***"";""27"";""52"";""37"";""103"";""124"";""231"";""408"""
"2022;""16016100"";""OSPEDALE OSTUNI"";""Femmina"";""***"";""***"";""***"";""***"";""7"";""6"";""18"";""60"";""97"";""335"""
"2022;""16016100"";""OSPEDALE OSTUNI"";""Maschio"";""***"";""***"";""***"";""***"";""13"";""17"";""37"";""76"";""162"";""352"""
"2022;""16016200"";""OSPEDALE  FRANCAVILLA FONTANA"";""Femmina"";""533"";""79"";""59"";""184"";""625"";""429"";""192"";""203"";""277"";""873"""
"2022;""16016200"";""OSPEDALE  FRANCAVILLA FONTANA"";""Maschio"";""655"";""71"";""44"";""15"";""40"";""88"";""138"";""245"";""322"";""601"""
"2022;""16016300"";""OSPEDALE SAN SEVERO - TERESA MASSELLI"";""Femmina"";""294"";""34"";""51"";""137"";""390"";""243"";""198"";""243"";""288"";""621"""
"2022;""16016300"";""OSPEDALE SAN SEVERO - TERESA MASSELLI"";""Maschio"";""355"";""36"";""21"";""30"";""49"";""108"";""216"";""360"";""446"";""630"""
"2022;""16016308"";""OSPEDALE SAN SEVERO - TERESA MASSELLI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""16016308"";""OSPEDALE SAN SEVERO - TERESA MASSELLI"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""8"""
"2022;""16016400"";""OSPEDALE MANFREDONIA"";""Femmina"";""***"";""***"";""10"";""21"";""35"";""68"";""124"";""96"";""153"";""434"""
"2022;""16016400"";""OSPEDALE MANFREDONIA"";""Maschio"";""***"";""***"";""18"";""40"";""75"";""109"";""167"";""232"";""218"";""357"""
"2022;""16016500"";""OSPEDALE COPERTINO"";""Femmina"";""***"";""12"";""27"";""27"";""51"";""80"";""142"";""226"";""327"";""909"""
"2022;""16016500"";""OSPEDALE COPERTINO"";""Maschio"";""***"";""28"";""63"";""40"";""74"";""118"";""209"";""273"";""427"";""722"""
"2022;""16016600"";""OSPEDALE SCORRANO"";""Femmina"";""457"";""78"";""67"";""118"";""521"";""511"";""375"";""376"";""456"";""1.216"""
"2022;""16016600"";""OSPEDALE SCORRANO"";""Maschio"";""510"";""91"";""61"";""67"";""119"";""175"";""301"";""341"";""491"";""905"""
"2022;""16016700"";""OSPEDALE  CASARANO"";""Femmina"";""***"";""***"";""29"";""48"";""68"";""120"";""183"";""278"";""396"";""1.121"""
"2022;""16016700"";""OSPEDALE  CASARANO"";""Maschio"";""***"";""12"";""43"";""71"";""119"";""190"";""271"";""416"";""524"";""1.036"""
"2022;""16016800"";""OSPEDALE CASTELLANETA"";""Femmina"";""240"";""***"";""48"";""192"";""608"";""404"";""203"";""151"";""269"";""685"""
"2022;""16016800"";""OSPEDALE CASTELLANETA"";""Maschio"";""255"";""***"";""27"";""34"";""49"";""78"";""137"";""206"";""374"";""607"""
"2022;""16016901"";""P.O. DI VENERE"";""Femmina"";""1.045"";""***"";""79"";""356"";""1.773"";""1.543"";""430"";""517"";""725"";""1.657"""
"2022;""16016901"";""P.O. DI VENERE"";""Maschio"";""1.190"";""***"";""40"";""104"";""161"";""258"";""473"";""832"";""1.144"";""1.659"""
"2022;""16016903"";""P.O. FALLACARA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""57"""
"2022;""16016903"";""P.O. FALLACARA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""13"";""47"""
"2022;""16017001"";""OSPEDALE PERRINO BRINDISI"";""Femmina"";""992"";""171"";""182"";""356"";""1.359"";""1.068"";""892"";""939"";""1.213"";""2.355"""
"2022;""16017001"";""OSPEDALE PERRINO BRINDISI"";""Maschio"";""1.191"";""225"";""194"";""168"";""301"";""397"";""687"";""1.176"";""1.708"";""2.443"""
"2022;""16017003"";""OSP.BRINDISI(PLESSO S.PIETRO VERNOTICO)"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""14"";""67"""
"2022;""16017003"";""OSP.BRINDISI(PLESSO S.PIETRO VERNOTICO)"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""31"";""53"""
"2022;""16017004"";""OSP.BRINDISI (PLESSO CEGLIE MESSAPICA)"";""Femmina"";""11"";""11"";""10"";""8"";""7"";""12"";""33"";""41"";""75"";""107"""
"2022;""16017004"";""OSP.BRINDISI (PLESSO CEGLIE MESSAPICA)"";""Maschio"";""23"";""19"";""17"";""13"";""14"";""31"";""47"";""95"";""97"";""78"""
"2022;""16017005"";""NUOVASTRUT.EMERG.COVID19 CISTERNINO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""19"""
"2022;""16017005"";""NUOVASTRUT.EMERG.COVID19 CISTERNINO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""20"""
"2022;""16017006"";""NUOVASTRUT.EMERG.COVID19 CEGLIEMESSAPICA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""27"""
"2022;""16017006"";""NUOVASTRUT.EMERG.COVID19 CEGLIEMESSAPICA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""9"";""17"""
"2022;""16017008"";""NUOVASTRUT.EMERG.COVID19 MESAGNE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""17"";""89"""
"2022;""16017008"";""NUOVASTRUT.EMERG.COVID19 MESAGNE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""9"";""23"";""91"""
"2022;""16017101"";""OSPEDALE LECCE 'V FAZZI'"";""Femmina"";""1.283"";""273"";""326"";""448"";""1.787"";""1.633"";""913"";""1.146"";""1.409"";""2.496"""
"2022;""16017101"";""OSPEDALE LECCE 'V FAZZI'"";""Maschio"";""1.577"";""452"";""386"";""237"";""389"";""517"";""983"";""1.409"";""2.076"";""2.900"""
"2022;""16017102"";""PLESSO DI SAN CESARIO - OSPEDALE LECCE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""15"";""25"";""28"";""27"""
"2022;""16017102"";""PLESSO DI SAN CESARIO - OSPEDALE LECCE"";""Maschio"";""***"";""***"";""***"";""***"";""7"";""22"";""46"";""63"";""53"";""29"""
"2022;""16017201"";""OSPEDALE SS ANNUNZIATA - TARANTO"";""Femmina"";""1.105"";""260"";""299"";""401"";""1.530"";""1.234"";""776"";""728"";""887"";""1.734"""
"2022;""16017201"";""OSPEDALE SS ANNUNZIATA - TARANTO"";""Maschio"";""1.291"";""357"";""294"";""153"";""197"";""312"";""562"";""903"";""1.287"";""1.749"""
"2022;""16017203"";""OSPEDALE MOSCATI - TARANTO/STATTE"";""Femmina"";""12"";""12"";""17"";""42"";""47"";""95"";""135"";""177"";""191"";""215"""
"2022;""16017203"";""OSPEDALE MOSCATI - TARANTO/STATTE"";""Maschio"";""29"";""19"";""17"";""64"";""75"";""89"";""181"";""217"";""293"";""309"""
"2022;""16017204"";""STABILIMENTO OSPEDALIERO GROTTAGLIE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""25"";""55"";""287"""
"2022;""16017204"";""STABILIMENTO OSPEDALIERO GROTTAGLIE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""32"";""60"";""199"""
"2022;""16017205"";""NUOVA STRUTTURA EMERGENZACOVID19 MOTTOLA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""33"""
"2022;""16017205"";""NUOVA STRUTTURA EMERGENZACOVID19 MOTTOLA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""13"""
"2022;""16017206"";""OSPEDALE MILITARE DI TARANTO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""***"""
"2022;""16017206"";""OSPEDALE MILITARE DI TARANTO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""8"""
"2022;""16017401"";""OSPEDALE ANDRIA"";""Femmina"";""512"";""47"";""34"";""87"";""533"";""368"";""329"";""397"";""561"";""1.056"""
"2022;""16017401"";""OSPEDALE ANDRIA"";""Maschio"";""575"";""73"";""52"";""61"";""89"";""144"";""374"";""657"";""929"";""1.267"""
"2022;""16017402"";""OSPEDALE ANDRIA (PLESSO CANOSA)"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""43"";""123"""
"2022;""16017402"";""OSPEDALE ANDRIA (PLESSO CANOSA)"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""26"";""50"";""126"""
"2022;""16017701"";""OSPEDALE DIMICCOLI BARLETTA"";""Femmina"";""453"";""61"";""118"";""226"";""832"";""704"";""442"";""500"";""649"";""1.358"""
"2022;""16017701"";""OSPEDALE DIMICCOLI BARLETTA"";""Maschio"";""489"";""57"";""85"";""154"";""269"";""296"";""504"";""651"";""772"";""1.173"""
"2022;""16017800"";""OSPEDALE  BISCEGLIE"";""Femmina"";""71"";""10"";""6"";""11"";""23"";""36"";""55"";""105"";""158"";""417"""
"2022;""16017800"";""OSPEDALE  BISCEGLIE"";""Maschio"";""121"";""13"";""8"";""13"";""30"";""44"";""103"";""147"";""227"";""453"""
"2022;""16018000"";""UNIVERSO SALUTE OSP. DON UVA - BISCEGLIE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""19"";""63"";""149"";""414"""
"2022;""16018000"";""UNIVERSO SALUTE OSP. DON UVA - BISCEGLIE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""13"";""57"";""87"";""181"";""354"""
"2022;""16018100"";""CASE CURA RIUNITE VILLA SERENA-S. FRANCE"";""Femmina"";""***"";""8"";""41"";""48"";""90"";""127"";""401"";""559"";""653"";""504"""
"2022;""16018100"";""CASE CURA RIUNITE VILLA SERENA-S. FRANCE"";""Maschio"";""***"";""19"";""57"";""89"";""126"";""198"";""366"";""527"";""524"";""355"""
"2022;""16090100"";""ISTITUTO TUMORI GIOVANNI PAOLO II"";""Femmina"";""***"";""***"";""14"";""25"";""90"";""206"";""492"";""518"";""479"";""343"""
"2022;""16090100"";""ISTITUTO TUMORI GIOVANNI PAOLO II"";""Maschio"";""***"";""***"";""***"";""14"";""57"";""79"";""187"";""367"";""546"";""443"""
"2022;""16090200"";""IRCCS 'SAVERIO DE BELLIS'"";""Femmina"";""***"";""***"";""17"";""32"";""66"";""91"";""227"";""301"";""373"";""404"""
"2022;""16090200"";""IRCCS 'SAVERIO DE BELLIS'"";""Maschio"";""***"";""***"";""12"";""34"";""53"";""94"";""172"";""344"";""483"";""481"""
"2022;""16090500"";""OSPEDALE CASA SOLLIEVO DELLA SOFFERENZA"";""Femmina"";""1.041"";""528"";""437"";""413"";""1.258"";""1.444"";""1.959"";""2.442"";""2.743"";""3.457"""
"2022;""16090500"";""OSPEDALE CASA SOLLIEVO DELLA SOFFERENZA"";""Maschio"";""1.269"";""690"";""552"";""326"";""587"";""813"";""1.681"";""2.916"";""3.832"";""4.164"""
"2022;""16090600"";""ICS MAUGERI SPA SOCIETA' BENEFIT"";""Femmina"";""***"";""***"";""***"";""9"";""15"";""25"";""62"";""170"";""281"";""429"""
"2022;""16090600"";""ICS MAUGERI SPA SOCIETA' BENEFIT"";""Maschio"";""***"";""***"";""6"";""10"";""19"";""53"";""175"";""329"";""477"";""521"""
"2022;""16090701"";""CONSORZIALE POLICLINICO BARI"";""Femmina"";""1.291"";""453"";""892"";""632"";""2.013"";""2.073"";""2.154"";""2.470"";""2.625"";""2.741"""
"2022;""16090701"";""CONSORZIALE POLICLINICO BARI"";""Maschio"";""1.650"";""931"";""857"";""491"";""860"";""1.073"";""1.939"";""2.866"";""3.282"";""3.182"""
"2022;""16090702"";""OSPEDALE GIOVANNI XXIII"";""Femmina"";""1.423"";""838"";""558"";""35"";""25"";""***"";""8"";""***"";""***"";""***"""
"2022;""16090702"";""OSPEDALE GIOVANNI XXIII"";""Maschio"";""2.372"";""1.386"";""819"";""37"";""19"";""***"";""***"";""***"";""***"";""***"""
"2022;""16090703"";""PRESIDIO DELLE MAXIEMERGENZE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""30"";""68"";""145"""
"2022;""16090703"";""PRESIDIO DELLE MAXIEMERGENZE"";""Maschio"";""***"";""***"";""***"";""***"";""8"";""8"";""26"";""47"";""85"";""164"""
"2022;""16091001"";""OSPEDALI RIUNITI DI FOGGIA"";""Femmina"";""1.569"";""319"";""417"";""651"";""2.298"";""1.695"";""1.329"";""1.579"";""1.799"";""3.407"""
"2022;""16091001"";""OSPEDALI RIUNITI DI FOGGIA"";""Maschio"";""1.971"";""411"";""402"";""304"";""571"";""764"";""1.382"";""2.167"";""2.732"";""3.487"""
"2022;""16091002"";""AOU OO RR FOGGIA - OSPEDALE DI LUCERA"";""Femmina"";""***"";""***"";""***"";""6"";""21"";""26"";""92"";""100"";""116"";""270"""
"2022;""16091002"";""AOU OO RR FOGGIA - OSPEDALE DI LUCERA"";""Maschio"";""***"";""***"";""22"";""42"";""48"";""60"";""139"";""221"";""256"";""241"""
"2022;""17001101"";""PRESIDIO OSPEDALIERO -MATERA-"";""Femmina"";""445"";""65"";""86"";""134"";""676"";""593"";""341"";""418"";""598"";""1.529"""
"2022;""17001101"";""PRESIDIO OSPEDALIERO -MATERA-"";""Maschio"";""565"";""143"";""95"";""65"";""116"";""182"";""339"";""595"";""858"";""1.435"""
"2022;""17001102"";""PSA POLICORO"";""Femmina"";""258"";""27"";""25"";""84"";""345"";""248"";""188"";""195"";""331"";""855"""
"2022;""17001102"";""PSA POLICORO"";""Maschio"";""256"";""35"";""30"";""61"";""78"";""128"";""183"";""275"";""347"";""758"""
"2022;""17001200"";""PRESIDIO DISTRETTUALE TRICARICO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""31"";""95"";""225"""
"2022;""17001200"";""PRESIDIO DISTRETTUALE TRICARICO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""20"";""42"";""68"";""125"""
"2022;""17003200"";""FONDAZIONE DON CARLO GNOCCHI - ONLUS"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""16"";""38"";""79"";""190"""
"2022;""17003200"";""FONDAZIONE DON CARLO GNOCCHI - ONLUS"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""16"";""45"";""62"";""89"""
"2022;""17003400"";""LUNGODEGENZA RIABILITATIVA CHIAROMONTE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""21"";""116"""
"2022;""17003400"";""LUNGODEGENZA RIABILITATIVA CHIAROMONTE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""11"";""16"";""79"""
"2022;""17003500"";""LUNGODEGENZA E RIABILITAZIONE VENOSA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""9"";""19"";""88"""
"2022;""17003500"";""LUNGODEGENZA E RIABILITAZIONE VENOSA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""9"";""18"";""19"";""76"""
"2022;""17003600"";""LUNGODEGENZA RIABILITATIVA LAURIA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""6"";""17"";""91"""
