orpha_code,name,expert_link,disorder_type,disorder_group,prevalence_class,prevalence_geo,prevalence_value,inheritance,age_of_onset,average_age_onset,average_age_death,complexity_score,complexity_level
573278,Malformazione da fissurazione longitudinale del midollo spinale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=573278,Gruppo di fenomi,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
98482,Miopatia infiammatoria idiopatica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98482,Categoria,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
572385,Brachidattilia tipo B1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572385,Sottotipo clinico,Sottotipo della malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
572361,"Sindrome da blefarofimosi, ptosi, epicanto inverso tipo 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572361,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98428,Policitemia secondaria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98428,Categoria,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
572428,Proteinosi alveolare polmonare ad esordio infantile-ipogammaglobulinemia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572428,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98434,Deficit combinato ereditario dei fattori della coagulazione dipedenti dalla vitamina K,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98434,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
572543,Deficit del trasportatore della riboflavina correlato a RFVT2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572543,Sottotipo clinico,Sottotipo della malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
572550,Deficit del trasportatore della riboflavina correlato a RFVT3,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572550,Sottotipo clinico,Sottotipo della malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
572773,"Sindrome da microcefalia, bassa statura e anomalie degli arti",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572773,Sottotipo clinico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
572798,Difetto combinato della fosforilazione ossidativa correlato a WARS2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572798,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
572761,Spettro microcefalia-bassa statura-anomalie degli arti correlato a DONSON,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572761,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
572768,Sindrome da microcefalia e micromelia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572768,Sottotipo clinico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
98523,Ipoplasia pontocerebellare non sindromica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98523,Gruppo di fenomi,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
572013,"Sindrome lissencefalia prevalentemente posteriore, allargamento e appiattimento del ponte e del midollo, difetti dell'incrocio della linea mediana",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572013,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
572333,"Sindrome blefarofimosi, ptosi, epicanto inverso plus",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572333,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
572354,"Sindrome da blefarofimosi, ptosi, epicanto inverso tipo 1",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=572354,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
570762,Endocardite infettiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=570762,Malattia,Malattia,Sconosciuto,Europa,,,,,,0,Bassa
570491,Difetto combinato della fosforilazione ossidativa correlato a QRSL1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=570491,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
570470,Avvelenamento da ricina,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=570470,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
570438,Malattia di Castleman multicentrica associata a HHV-8,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=570438,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
570431,Malattia di Castleman multicentrica idiopatica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=570431,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
570422,Deficit di galattosio mutarotasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=570422,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
570371,Sindrome di Bartter tipo 5,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=570371,Sottotipo clinico,Sottotipo della malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
98497,Malattia genetica dei nervi periferici,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98497,Categoria,Gruppo di malattie,1-5 / 10 000,Mondiale,,,,,,2,Bassa
708684,Eosinophilic cystitis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=708684,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
104075,Adenocarcinoma dell'intestino tenue,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=104075,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
104008,Sindrome dell'intestino corto,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=104008,Gruppo di fenomi,Gruppo di malattie,1-9 / 100 000,Europa,,,,,,3,Media
103918,Pancreatite tropicale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=103918,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
103910,Deficit congenito di eparansolfato negli enterociti,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=103910,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
103908,Diarrea congenita con malassorbimento del sodio,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=103908,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
103909,Deficit di trealasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=103909,Malattia,Malattia,>1 / 1000,Greenland,,,,,,0,Bassa
103907,Diarrea cronica da deficit di glucoamilasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=103907,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
102724,Leucemia mieloide acuta con traslocazione t(8;21)(q22;q22),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=102724,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
101997,Immunodeficienza primitiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101997,Categoria,Gruppo di malattie,1-9 / 100 000,Europa,,,,,,3,Media
101685,Disabilità intellettiva rara non sindromica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101685,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
101959,Insufficienza surrenalica primitiva cronica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101959,Categoria,Gruppo di malattie,1-9 / 1 000 000,Europa,,,,,,4,Media
101150,Distonia Dopa-sensibile autosomica recessiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101150,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101111,"Atassia spinocerebellare, tipo 25",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101111,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101112,Atassia spinocerebellare tipo 26,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101112,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101109,"Atassia spinocerebellare, tipo 28",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101109,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
101110,"Atassia spinocerebellare, tipo 20",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101110,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101108,"Atassia spinocerebellare, tipo 23",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101108,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
664912,Trombosi venosa renale neonatale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=664912,Malattia,Malattia,1-9 / 1 000 000,Germany,,,,,,4,Media
664787,Sindrome di Nicolau,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=664787,Sindrome clinica,Malattia,,Mondiale,,,,,,0,Bassa
101330,Porfiria cutanea tarda,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101330,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
664901,Sindrome trofica del trigemino,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=664901,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
664729,Malattia linfoproliferativa indotta da EBV da deficit di TET2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=664729,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
664726,Malattia linfoproliferativa indotta da EBV da deficit di CD137,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=664726,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101085,"Malattia di Charcot-Marie-Tooth, tipo 1F",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101085,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
662456,Duplicazione dell'intestino tenue,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=662456,Anomalia morfologica,Malattia,,Mondiale,,,,,,0,Bassa
101081,"Malattia di Charcot-Marie-Tooth, tipo 1A",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101081,Malattia,Malattia,6-9 / 10 000,Norway,,,,,,1,Bassa
662376,Duplicazione gastrica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=662376,Anomalia morfologica,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
101082,"Malattia di Charcot-Marie-Tooth, tipo 1B",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101082,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
662405,Duplicazione del piloro,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=662405,Anomalia morfologica,Malattia,,Mondiale,,,,,,0,Bassa
101083,Malattia di Charcot-Marie-Tooth tipo 1C,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101083,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
662240,Sindrome di Frey,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=662240,Sindrome clinica,Malattia,,Mondiale,,,,,,0,Bassa
101077,"Malattia di Charcot-Marie-Tooth legata all'X, tipo 3",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101077,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101078,"Malattia di Charcot-Marie-Tooth legata all'X, tipo 4",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101078,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
662234,Sindrome ritardo dello sviluppo neurologico-cardiopatie congenite-disabilità intellettiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=662234,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
662367,Sindrome NESCAV,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=662367,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
662255,Sindrome di Grisel,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=662255,Sindrome clinica,Malattia,,Mondiale,,,,,,0,Bassa
662216,Mucopolisaccaridosi tipo 10,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=662216,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
662207,Sindrome ritardo dello sviluppo neurologico-malformazioni cerebrali-difetti scheletrici-disabilità intellettiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=662207,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
101075,"Malattia di Charcot-Marie-Tooth legata all'X, tipo 1",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101075,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
101076,"Malattia di Charcot-Marie-Tooth legata all'X, tipo 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101076,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101102,"Malattia di Charcot-Marie-Tooth, tipo 2H",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101102,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101101,"Malattia di Charcot-Marie-Tooth, tipo 2B2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101101,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101097,Malattia di Charcot-Marie-Tooth autosomica recessiva con voce roca,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101097,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
675362,Emangioma a chiodo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=675362,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
675359,Emangioma anastomizzante,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=675359,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
675369,Emangioma microvenulare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=675369,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
674943,Striature angioidi isolate,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=674943,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
674935,Maculopatia a siluro,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=674935,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101041,Ipofibrinogenemia familiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101041,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
674965,Osteoma coroidale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=674965,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
674958,Coroidopatia amelanotica stellata multiforme,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=674958,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101046,Epilessia autosomica dominante con segni uditivi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101046,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
101068,Distrofia corneale stromale congenita,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101068,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
675767,Sindrome neutropenia congenita grave-ritardo dello sviluppo-insufficienza pancreatica da deficit di SRP54,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=675767,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
675597,Emangioma elastotico acquisito,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=675597,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101009,"Paraplegia spastica autosomica dominante, tipo 29",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101009,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101010,"Paraplegia spastica autosomica, tipo 30",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101010,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101011,"Paraplegia spastica autosomica dominante, tipo 31",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101011,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
101016,Sindrome di Romano-Ward,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101016,Malattia,Malattia,1-5 / 10 000,Europa,,,,,,2,Bassa
101028,Deficit di transaldolasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101028,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100984,Paraplegia spastica autosomica dominante tipo 3,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100984,Malattia,Malattia,1-9 / 1 000 000,Portugal,,,,,,4,Media
685017,Combined immunodeficiency due to TBX1 deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=685017,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
685004,Primary pericardial mesothelioma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=685004,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
100980,"Paraplegia spastica ereditaria, autosomica dominante pura",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100980,Gruppo di fenomi,Gruppo di malattie,1-9 / 100 000,Norway,,,,,,3,Media
685010,Mesothelioma of the tunica vaginalis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=685010,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100979,"Paraplegia spastica ereditaria, autosomica dominante complessa",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100979,Gruppo di fenomi,Gruppo di malattie,1-9 / 100 000,Norway,,,,,,3,Media
100978,Sindrome da cranio a trifoglio e displasia toracica asfissiante,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100978,Sindrome malformativa,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
100991,"Paraplegia spastica autosomica dominante, tipo 10",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100991,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100989,Paraplegia spastica autosomica dominante tipo 8,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100989,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100988,"Paraplegia spastica autosomica dominante, tipo 6",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100988,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100986,"Paraplegia spastica autosomica recessiva, tipo 5A",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100986,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
100985,"Paraplegia spastica autosomica dominante, tipo 4",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100985,Malattia,Malattia,1-9 / 1 000 000,Portugal,,,,,,4,Media
100999,"Paraplegia spastica autosomica dominante, tipo 19",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100999,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101000,"Paraplegia spastica autosomica recessiva, tipo 20",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101000,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
686999,Lipodystrophy-demyelinating peripheral sensory-motor neuropathy syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=686999,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100997,Paraplegia spastica legata all'X tipo 16,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100997,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100998,Paraplegia spastica autosomica dominante tipo 17,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100998,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100995,"Paraplegia spastica autosomica recessiva, tipo 14",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100995,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
686495,MADD-related developmental delay-endocrine dysfunction-hypohemoglobinemia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=686495,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100996,"Paraplegia spastica autosomica recessiva, tipo 15",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100996,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
686488,RNU4-2-related neurodevelopmental disorder-facial dysmorphism-white matter abnormalities-short stature syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=686488,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
100993,"Paraplegia spastica autosomica dominante, tipo 12",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100993,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
686482,BPTF-related intellectual disability-facial dysmorphism-skeletal anomalies syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=686482,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
100994,Paraplegia spastica autosomica dominante tipo 13,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100994,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101007,"Paraplegia spastica autosomica recessiva, tipo 27",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101007,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101008,"Paraplegia spastica autosomica recessiva, tipo 28",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101008,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101005,"Paraplegia spastica autosomica recessiva, tipo 25",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101005,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101006,"Paraplegia spastica autosomica recessiva, tipo 26",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101006,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101003,"Paraplegia spastica autosomica recessiva, tipo 23",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101003,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101004,Paraplegia spastica autosomica recessiva tipo 24,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101004,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
101001,"Paraplegia spastica autosomica recessiva, tipo 21",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=101001,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100088,Carcinoma tiroideo raro,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100088,Categoria,Gruppo di malattie,1-9 / 100 000,Europa,,,,,,3,Media
100085,Tumore endocrino epatico,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100085,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
675775,Sindrome mielofibrosi congenita grave-pancitopenia-disabilità intellettiva-anomalie neurologiche e oculari,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=675775,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
675782,Sindrome ipotonia progressiva-disabilità intellettiva-dismorfismi facciali da deficit di FYVE in RBSN,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=675782,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
100087,Tumore tiroideo raro,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=100087,Categoria,Gruppo di malattie,1-9 / 100 000,Mondiale,,,,,,3,Media
676039,Immunodeficienza combinata da aploinsufficienza di FOXN1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=676039,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
676125,Disregolazione immunitaria legata allX con malattia infiammatoria intestinale da deficit di ELF4,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=676125,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
